hostel_id,city,distance_to_center_km,rating,num_reviews,room_type,beds_in_room,breakfast_included,wifi,laundry,season,weekend,occupancy_rate,latitude,longitude,distance_to_transport_hub_km,distance_to_popular_places,neighbourhood_popularity_score,walkability_score,noise_level_index,sentiment_score,review_keywords_count,topic_category,recent_sentiment_trend,days_until_checkin,surge_pricing_flag,competitor_average_price,competitor_availability,price_last_week,month,holiday_or_festival,special_event_flag,seasonal_index,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,bathroom_type,price_per_night
1718,Jaipur,1.97,6.5,764,shared,4,1,1,1,shoulder,0,0.98,27.007526613073104,75.71803873125398,4.3,1.11,5.5,57.0,4.1,0.85,47,cleanliness,-0.03,27,0,930.8,0.47,554.06,11,0,0,0.8,32,1,0,1,1,0,5,204,ensuite,1109.05
1719,Kolkata,6.84,8.0,779,shared,8,0,1,1,low,1,0.56,22.594154644775482,88.27129247004412,1.63,1.55,3.7,66.0,3.6,0.5,12,staff,-0.29,54,1,1408.8,0.24,342.75,12,0,0,0.9,40,1,1,0,1,0,5,208,ensuite,870.3
1720,Agra,3.37,6.7,1697,shared,2,1,1,0,shoulder,0,0.82,27.23291955102484,78.01499229894836,1.97,3.15,7.6,51.0,7.6,0.22,25,location,0.09,49,0,1057.9,0.77,1297.17,3,0,0,0.8,18,1,0,1,1,0,2,88,shared,784.34
1721,Pune,0.44,7.6,1248,shared,4,0,1,1,shoulder,1,0.96,18.510372939072283,73.86241169248675,0.14,0.79,3.2,48.0,8.5,0.25,10,value,-0.15,21,0,341.27,0.76,556.16,2,0,0,0.7,10,1,1,1,0,0,2,184,shared,927.74
1722,Delhi,15.88,6.2,843,shared,4,0,1,1,peak,0,0.81,28.71050145509336,77.17130939307359,0.29,0.81,6.4,53.0,7.4,0.73,14,value,-0.23,28,0,972.57,0.13,1283.33,11,0,1,0.8,23,1,0,0,1,1,5,173,ensuite,588.04
1723,Jaipur,2.25,6.9,175,shared,10,1,1,1,shoulder,0,0.81,26.89819082244651,75.87707193003557,1.73,1.12,4.9,73.0,6.8,0.5,45,location,-0.16,71,0,1030.13,0.67,1351.28,5,0,0,1.0,1,0,0,1,1,0,3,100,shared,802.82
1724,Rishikesh,1.49,7.4,1576,shared,8,0,1,1,peak,1,0.53,30.127484199612393,78.27530908842803,1.01,0.03,6.3,95.0,3.1,0.28,25,location,-0.01,85,0,997.87,0.22,934.32,12,0,0,0.9,42,1,1,1,0,0,2,289,shared,1553.11
1725,Bangalore,3.23,7.7,1916,shared,2,0,1,0,shoulder,0,0.72,13.041894202777376,77.68059883648394,3.21,1.03,3.1,60.0,8.7,0.56,18,value,-0.27,11,0,1129.29,0.59,709.5,9,0,1,1.0,37,0,1,0,1,0,3,101,shared,1425.08
1726,Goa,0.35,9.7,1265,shared,6,1,1,1,shoulder,0,0.74,15.300772708644914,74.16903183025997,1.57,0.52,3.4,59.0,7.7,0.68,49,location,0.23,86,0,652.22,0.62,1142.38,1,0,0,0.7,18,0,1,1,1,0,1,283,shared,1228.33
1727,Udaipur,3.04,9.1,1827,shared,4,0,1,0,peak,0,0.82,24.581573491727244,73.66541182559912,4.28,3.95,3.1,74.0,5.7,-0.17,37,location,0.04,37,0,472.52,0.63,327.92,6,0,0,1.1,30,1,0,0,1,0,3,116,shared,1747.06
1728,Kolkata,2.07,8.8,1574,shared,8,0,1,0,peak,0,1.0,22.54065729341968,88.44958414218878,7.17,0.14,7.3,61.0,5.6,-0.09,29,location,-0.12,1,0,1200.06,0.2,1321.75,8,0,0,1.2,19,1,1,1,1,1,2,334,ensuite,2114.36
1729,Rishikesh,1.57,8.0,1228,private,8,0,1,0,low,0,0.42,30.022319338858818,78.30108863523638,0.32,0.92,6.9,95.0,6.1,-0.09,23,value,0.11,11,0,535.62,0.58,748.71,7,0,0,1.2,45,1,1,1,0,0,4,314,ensuite,1465.4
1730,Hyderabad,9.17,9.2,515,shared,10,0,1,1,peak,0,0.44,17.472849544575023,78.46951918654852,1.0,4.42,4.6,63.0,8.5,0.08,13,value,0.18,54,0,436.99,0.18,639.46,6,0,0,1.1,38,1,1,1,1,0,3,209,shared,1079.39
1731,Mumbai,2.22,7.3,1367,private,6,1,1,1,low,0,0.45,19.0392159437359,72.91374841690339,2.19,3.47,7.5,69.0,7.7,0.31,41,staff,0.07,84,0,731.25,0.7,439.63,3,0,0,0.8,17,0,0,1,1,1,5,308,shared,1017.43
1732,Udaipur,0.74,8.7,1801,shared,12,0,1,0,shoulder,0,0.85,24.645538292714857,73.69276256554876,0.73,1.81,9.2,72.0,8.7,0.76,40,value,-0.18,11,0,1299.3,0.15,1350.69,9,0,0,1.0,28,1,1,1,0,1,3,183,shared,1350.65
1733,Agra,1.84,9.8,802,private,12,1,1,1,peak,0,0.48,27.219769404257494,77.93093675359759,0.62,1.34,4.9,87.0,5.6,0.22,40,staff,-0.23,8,0,398.53,0.71,1192.13,5,0,0,1.0,22,1,0,1,0,0,3,223,shared,2126.16
1734,Hyderabad,7.55,7.2,1337,private,10,0,1,1,peak,1,0.77,17.443183520055626,78.53049574943537,3.36,0.49,8.8,74.0,6.6,-0.18,19,value,0.22,78,0,534.67,0.81,1096.33,12,0,0,0.9,46,0,1,1,1,0,3,385,ensuite,1731.5
1735,Varanasi,0.58,8.6,842,shared,6,0,1,1,shoulder,1,0.59,25.40495362667442,83.03871752243415,7.86,0.69,7.6,54.0,8.7,0.38,9,noise,-0.16,31,1,870.31,0.34,1324.06,1,0,0,0.7,38,1,0,1,0,0,5,358,shared,959.71
1736,Agra,0.72,9.2,1470,shared,6,0,1,1,shoulder,0,0.67,27.20137415204418,78.05386123980388,2.97,0.14,3.2,47.0,3.1,1.0,21,staff,-0.29,72,0,645.18,0.72,1355.81,9,0,0,1.0,32,1,1,0,0,0,3,178,shared,1361.19
1737,Chennai,0.04,9.5,1356,shared,6,1,1,0,shoulder,0,0.53,13.162290068676409,80.21652293355135,1.48,2.31,5.6,96.0,5.0,0.22,34,location,0.09,87,0,1165.99,0.43,595.29,10,0,0,0.9,25,1,1,0,1,1,4,85,shared,1367.47
1738,Mumbai,0.04,8.7,1535,shared,2,0,0,0,shoulder,0,0.92,19.00953946458246,72.96902700269553,1.17,0.59,6.6,88.0,6.6,0.95,11,noise,-0.21,7,0,1109.88,0.74,1165.18,9,1,0,1.0,48,1,0,1,0,1,5,268,ensuite,2041.57
1739,Delhi,5.31,7.1,867,shared,4,1,1,1,peak,1,0.75,28.72944251519136,77.00755091233823,1.55,1.65,8.1,41.0,9.2,-0.08,10,value,0.29,27,1,1311.02,0.65,1143.68,1,0,0,0.7,9,1,1,1,1,0,4,371,shared,1520.24
1740,Bangalore,3.95,7.2,1947,private,8,0,1,1,shoulder,1,0.97,13.026055122582923,77.56113705947513,1.24,0.66,5.0,89.0,1.1,0.01,19,value,0.22,55,0,544.61,0.33,913.05,7,0,0,1.2,36,0,1,1,0,0,4,229,shared,2138.1
1741,Mumbai,1.32,6.1,1426,shared,8,1,1,0,shoulder,1,0.74,19.030328226148836,72.82971848690698,1.4,0.94,9.9,75.0,2.9,0.67,14,noise,0.07,81,0,1078.7,0.25,465.47,9,1,1,1.0,37,0,1,1,1,0,4,201,ensuite,2225.91
1742,Agra,3.6,8.9,815,shared,10,1,1,1,peak,0,0.47,27.224850760258395,77.91772524552297,0.45,1.21,7.8,71.0,3.1,0.4,10,cleanliness,0.2,35,0,1229.68,0.83,1334.38,2,0,0,0.7,1,0,0,1,1,0,5,156,ensuite,1034.31
1743,Pune,1.51,6.2,1632,shared,4,1,1,1,low,0,0.5,18.576095365823246,73.83784593859774,4.68,2.43,5.6,41.0,3.9,0.72,46,location,-0.02,36,0,375.2,0.77,646.92,10,0,1,0.9,29,1,1,0,0,1,2,252,shared,1137.42
1744,Hyderabad,9.17,9.3,1182,shared,4,1,1,1,peak,0,0.99,17.45123759120329,78.51132296803256,2.81,0.36,3.7,87.0,3.5,0.84,45,staff,0.17,31,1,344.19,0.63,936.77,6,1,0,1.1,15,0,1,1,1,1,5,289,ensuite,2859.68
1745,Delhi,10.24,6.5,770,private,8,1,1,0,low,0,0.84,28.666676582519187,77.17901057269702,2.28,0.76,4.3,52.0,6.3,0.1,17,noise,0.09,84,1,971.11,0.38,321.32,10,0,0,0.9,44,0,0,1,1,0,3,391,ensuite,1197.26
1746,Manali,1.5,6.7,842,private,6,1,1,1,shoulder,0,0.43,32.27592131803367,77.28663794323829,5.99,0.21,6.4,84.0,9.0,0.62,18,staff,-0.28,38,0,1005.43,0.51,772.06,1,0,0,0.7,46,1,1,1,1,0,4,251,shared,1333.01
1747,Pune,5.78,7.8,1438,shared,4,0,1,1,peak,0,0.82,18.48125065668195,73.91831791728089,0.67,0.12,6.5,41.0,6.7,0.53,5,value,0.27,48,0,771.37,0.55,978.58,3,0,0,0.8,29,1,1,1,1,1,3,184,shared,1149.68
1748,Chennai,4.45,8.8,292,shared,12,0,0,0,shoulder,1,0.65,13.130508077499693,80.26443610374257,0.17,1.39,8.4,88.0,3.2,0.83,37,cleanliness,0.22,17,0,343.29,0.17,719.06,11,1,0,0.8,21,1,1,1,0,0,4,295,shared,1156.84
1749,Pune,1.11,6.5,1395,shared,8,1,1,0,peak,0,0.58,18.512994733029142,73.90144088519341,3.5,0.31,8.1,41.0,8.8,0.32,23,cleanliness,0.27,22,1,782.31,0.88,824.82,5,0,0,1.0,12,1,0,1,1,1,4,208,shared,1678.6
1750,Kolkata,0.79,7.7,388,private,6,0,1,1,low,1,0.49,22.592108874905446,88.43262475771793,12.9,0.09,4.4,54.0,6.7,-0.14,13,staff,0.14,32,0,1070.51,0.17,511.23,7,0,0,1.2,26,1,1,1,1,0,3,308,shared,1520.38
1751,Kolkata,1.84,7.8,207,shared,8,0,1,1,peak,0,0.9,22.555767996286114,88.35696143928374,1.73,3.41,7.2,56.0,3.0,0.49,41,value,-0.05,72,1,1142.26,0.68,685.24,11,0,0,0.8,45,1,0,1,1,0,1,363,shared,1264.52
1752,Varanasi,4.56,6.8,1024,shared,8,0,0,0,shoulder,1,0.44,25.249996585385965,83.0309108868051,0.12,1.15,3.1,49.0,4.3,0.95,16,cleanliness,-0.18,50,0,891.35,0.49,1095.7,5,0,0,1.0,31,1,1,1,1,1,4,83,shared,1080.0
1753,Agra,9.67,6.4,1033,private,8,0,1,0,peak,1,0.57,27.112305905921072,78.00463048366258,3.03,0.22,5.8,69.0,8.1,-0.18,9,location,-0.19,42,1,930.03,0.71,1366.68,8,0,0,1.2,35,1,1,1,1,0,1,282,shared,2112.31
1754,Goa,4.33,9.2,565,shared,8,1,1,0,shoulder,1,0.58,15.214813781452428,74.10129919817534,0.15,0.08,8.3,57.0,7.7,0.09,10,value,-0.21,3,0,1107.21,0.31,815.67,5,1,0,1.0,14,0,0,1,0,0,5,166,shared,1588.63
1755,Udaipur,5.8,7.9,365,private,4,0,1,0,peak,1,0.5,24.609014535944333,73.71771816755675,1.55,0.19,5.8,100.0,6.2,0.18,15,noise,-0.17,79,0,839.16,0.42,1054.65,6,1,0,1.1,7,0,0,1,1,0,4,319,ensuite,2241.78
1756,Udaipur,2.77,6.1,1573,shared,8,1,1,0,low,1,0.7,24.655127679590613,73.74767094752544,0.65,0.96,8.8,75.0,2.3,0.72,42,noise,0.03,66,0,616.22,0.52,1373.81,2,0,0,0.7,3,1,0,0,1,0,4,393,shared,760.63
1757,Manali,5.41,9.1,1462,private,2,1,1,1,peak,0,0.41,32.14376736525242,77.23407641126371,4.93,1.66,9.8,74.0,8.2,0.19,14,noise,0.11,71,1,567.56,0.2,1152.27,12,1,0,0.9,41,0,0,1,1,1,5,190,ensuite,2680.56
1758,Manali,4.6,9.7,1050,shared,2,1,1,1,peak,0,0.58,32.152847900417676,77.16004725377842,1.2,1.54,7.3,53.0,3.8,0.09,19,location,-0.11,79,0,1203.3,0.78,311.14,5,1,1,1.0,4,1,0,1,0,0,3,121,ensuite,3000.0
1759,Delhi,1.42,8.3,648,shared,10,0,1,1,peak,0,0.96,28.695593398460584,77.11676405031122,4.57,0.23,4.0,65.0,7.9,0.58,43,value,0.03,1,0,885.06,0.89,1329.09,7,0,0,1.2,2,1,1,1,1,0,3,335,shared,2051.3
1760,Chennai,2.41,7.9,388,shared,6,0,1,1,peak,1,0.59,13.130244147233638,80.3526741748161,0.71,1.51,5.7,47.0,6.8,-0.14,32,staff,-0.1,44,1,1048.9,0.43,1253.22,1,1,1,0.7,35,0,1,1,0,0,1,275,ensuite,1624.54
1761,Jaipur,4.9,9.3,689,private,8,1,1,0,low,1,0.62,26.84394152894239,75.88256258002212,0.98,0.78,3.1,86.0,3.4,0.0,7,staff,0.12,82,1,865.33,0.4,598.22,10,1,0,0.9,33,1,1,0,0,1,5,322,shared,1615.51
1762,Varanasi,0.14,9.6,515,shared,8,1,1,1,shoulder,0,0.68,25.271930263909837,82.9193496182368,5.88,0.94,7.2,60.0,2.9,0.29,20,value,0.29,87,1,1282.6,0.58,499.71,9,0,0,1.0,37,0,0,0,1,0,4,119,shared,1525.15
1763,Kolkata,4.95,8.9,1789,shared,10,1,1,0,peak,0,0.74,22.51900124025636,88.30246623314267,0.45,2.42,8.8,85.0,2.2,0.23,49,location,0.11,79,0,896.22,0.65,1289.15,9,0,0,1.0,41,0,0,1,1,0,1,333,shared,1485.43
1764,Delhi,0.59,7.7,908,shared,10,0,1,0,peak,0,0.89,28.683910243734232,77.13783712668574,1.73,0.61,7.4,62.0,3.2,0.22,21,value,-0.26,39,1,1485.67,0.79,1057.56,8,0,0,1.2,13,1,0,1,1,0,3,153,ensuite,2280.64
1765,Jaipur,2.17,8.3,85,shared,6,0,1,0,peak,1,0.51,26.857399735403515,75.7702367771647,0.98,0.24,8.5,99.0,2.4,-0.07,40,staff,-0.01,1,0,591.13,0.4,560.69,11,0,0,0.8,7,1,1,1,1,0,4,209,shared,1458.91
1766,Udaipur,4.96,8.7,240,shared,6,1,1,1,low,0,0.92,24.55591973570895,73.61734446768364,2.98,3.1,8.6,50.0,6.6,0.23,23,value,0.16,31,1,466.23,0.71,1085.27,9,0,0,1.0,39,1,1,1,1,0,3,294,ensuite,1375.0
1767,Goa,0.88,6.7,1749,private,4,0,1,0,shoulder,0,0.85,15.345008519732389,74.09337237412946,0.28,0.36,9.0,40.0,6.4,0.76,8,noise,0.03,0,1,748.32,0.29,960.25,5,0,0,1.0,47,1,1,1,0,0,1,369,shared,2295.41
1768,Pune,0.85,7.7,971,shared,6,1,1,1,shoulder,0,0.83,18.542601849690836,73.91804894869445,1.15,0.52,4.9,76.0,6.3,0.3,29,value,0.27,17,0,1402.39,0.64,640.14,7,1,0,1.2,27,1,0,1,1,1,3,199,shared,1720.96
1769,Kolkata,1.55,9.2,1281,shared,6,1,1,0,peak,0,0.45,22.48883634107834,88.42338538607663,2.4,1.84,9.1,97.0,6.8,0.5,31,cleanliness,-0.27,63,0,1322.78,0.47,912.45,1,0,0,0.7,49,0,0,1,1,0,3,386,shared,1184.2
1770,Delhi,6.75,8.5,311,shared,6,1,1,1,peak,0,0.41,28.731649133249142,77.10143702976332,1.05,1.73,7.6,79.0,8.3,-0.0,16,value,-0.13,31,0,596.82,0.63,879.99,7,1,0,1.2,3,1,1,1,1,0,5,347,shared,2238.8
1771,Mumbai,0.0,7.6,735,shared,8,0,1,1,shoulder,0,0.76,19.07141543431184,72.87221558697752,0.12,2.42,5.0,45.0,9.2,-0.12,31,staff,-0.17,8,1,1019.64,0.4,860.75,9,1,0,1.0,17,1,0,1,1,0,1,322,shared,1394.01
1772,Jaipur,6.95,8.5,224,shared,12,0,1,0,peak,1,0.92,26.99931311494143,75.80320148848688,2.44,0.3,9.9,72.0,3.1,0.86,8,staff,0.16,54,0,1006.73,0.34,869.1,3,0,0,0.8,25,1,0,1,0,1,4,391,shared,1278.35
1773,Pune,0.5,6.4,1191,shared,8,1,1,0,peak,0,0.75,18.47826086342081,73.80057934211271,1.4,0.65,9.7,95.0,6.3,0.2,28,staff,0.01,66,0,652.08,0.49,300.45,9,0,0,1.0,30,0,0,1,1,1,3,316,shared,1495.76
1774,Kolkata,13.84,7.5,78,shared,8,1,1,1,peak,0,0.53,22.617833283939834,88.36910872497819,0.02,0.2,7.0,40.0,1.7,0.22,21,noise,-0.22,23,0,582.46,0.82,595.5,5,0,0,1.0,14,1,1,1,1,1,3,351,shared,901.73
1775,Udaipur,9.29,9.0,402,shared,6,1,0,1,low,1,0.45,24.631572164608915,73.61470927201134,1.9,1.17,8.9,50.0,2.1,0.85,30,staff,-0.13,10,0,768.06,0.64,773.95,9,0,0,1.0,29,1,1,1,1,1,2,215,shared,1352.29
1776,Rishikesh,2.05,6.8,1118,private,2,1,1,0,low,1,0.82,30.031200156201837,78.26271191095663,5.05,0.52,4.8,89.0,6.9,0.65,22,cleanliness,0.01,27,1,1246.34,0.59,439.98,8,0,0,1.2,5,1,0,1,1,0,1,249,ensuite,1916.57
1777,Chennai,2.16,6.7,276,shared,4,1,0,0,shoulder,1,0.83,13.163344724994188,80.23791020925012,0.24,1.75,5.9,94.0,5.4,0.71,26,value,0.3,15,0,530.06,0.68,1124.08,11,0,0,0.8,7,1,0,0,1,0,1,85,shared,851.07
1778,Jaipur,1.97,9.6,1102,shared,8,1,1,1,low,0,0.5,26.910636640085922,75.82227392118074,1.79,0.0,4.3,82.0,7.8,0.62,10,location,-0.08,11,0,834.87,0.68,1231.58,7,0,0,1.2,19,1,1,1,0,1,4,218,shared,1530.62
1779,Udaipur,3.03,6.8,620,private,4,0,1,1,low,1,0.42,24.62117667337786,73.74017071683053,2.61,0.09,6.6,99.0,4.8,-0.07,23,staff,-0.21,67,1,878.04,0.34,1199.55,10,0,0,0.9,33,1,1,0,1,1,5,237,ensuite,1336.33
1780,Kolkata,0.29,7.0,1380,private,8,0,1,1,shoulder,0,0.64,22.5017711117767,88.34006717603657,0.15,0.85,6.5,45.0,2.1,0.95,41,value,-0.0,89,0,1426.95,0.29,805.6,6,1,0,1.1,21,0,1,1,1,0,4,166,ensuite,2060.47
1781,Jaipur,0.1,9.7,1018,shared,6,0,1,0,low,1,0.75,26.863960783398394,75.68875459629572,0.05,4.76,4.5,73.0,8.8,0.89,38,noise,-0.11,3,0,664.23,0.51,1059.77,2,0,0,0.7,21,0,1,1,1,0,1,97,shared,916.83
1782,Varanasi,0.18,8.8,971,shared,4,0,1,1,shoulder,0,0.82,25.334821423587442,82.924354725879,1.25,3.32,7.7,81.0,1.7,0.08,15,value,0.04,74,1,323.58,0.22,384.57,12,0,0,0.9,17,1,1,1,1,1,3,397,ensuite,1561.1
1783,Pune,1.76,8.7,737,private,4,0,1,0,peak,0,0.89,18.48420545367467,73.88336957003784,3.13,7.68,3.8,82.0,2.7,0.76,28,staff,-0.02,65,0,1132.48,0.48,519.34,7,0,0,1.2,23,1,0,1,1,1,5,88,ensuite,2926.55
1784,Kerala,0.97,9.2,1960,shared,6,0,1,1,shoulder,0,0.77,10.850438583714196,76.18557466860351,0.35,0.81,3.4,88.0,3.5,0.29,49,staff,0.11,30,0,1206.95,0.65,351.63,2,0,0,0.7,27,1,1,1,1,0,5,152,shared,997.45
1785,Kolkata,2.92,6.4,682,shared,6,1,1,1,shoulder,0,0.47,22.54740103987466,88.28542848436669,3.62,0.07,5.7,95.0,10.0,0.62,41,staff,0.25,55,0,1143.64,0.11,1361.98,6,1,1,1.1,31,1,1,1,1,0,1,193,shared,1877.84
1786,Varanasi,14.66,8.7,432,shared,8,0,1,0,shoulder,1,0.81,25.34571075932881,83.00330700491342,2.14,0.55,5.9,62.0,4.8,-0.0,27,cleanliness,-0.18,49,1,1140.89,0.19,931.74,6,0,0,1.1,15,1,1,0,0,1,1,213,shared,1060.11
1787,Hyderabad,1.46,7.9,1639,shared,8,0,1,1,peak,0,0.99,17.382429072556164,78.53785348018985,0.81,1.69,5.2,43.0,5.5,0.45,44,value,0.19,66,0,879.87,0.87,492.76,9,0,0,1.0,40,1,1,0,0,0,4,159,shared,1682.75
1788,Delhi,2.56,9.2,1207,shared,6,0,1,1,peak,0,0.94,28.605021987194633,77.06680994160254,1.45,0.22,4.8,62.0,7.9,-0.05,47,location,0.27,88,0,322.39,0.84,1078.3,10,0,0,0.9,40,1,0,1,1,1,2,209,shared,1358.37
1789,Rishikesh,1.61,7.9,1710,private,8,1,1,1,peak,0,0.92,30.116836167589078,78.26553461310331,6.74,0.53,5.4,80.0,6.7,0.44,8,cleanliness,-0.08,0,1,1175.9,0.43,838.04,11,0,0,0.8,1,0,1,1,1,0,1,344,shared,2026.79
1790,Manali,5.64,8.4,124,shared,6,0,1,0,shoulder,0,0.58,32.22402431141004,77.27784227299674,0.49,0.09,4.1,53.0,8.6,0.09,22,location,-0.23,68,0,1423.82,0.57,777.68,4,0,0,0.9,20,1,1,1,1,1,1,340,ensuite,909.44
1791,Pune,6.98,7.8,229,shared,12,0,1,0,shoulder,1,0.85,18.48873966809804,73.9458087124352,1.38,0.97,5.8,89.0,5.4,0.34,34,staff,0.19,38,0,488.86,0.22,1304.8,9,0,0,1.0,41,1,1,1,0,0,4,171,ensuite,1013.73
1792,Jaipur,6.3,7.8,1989,shared,4,0,1,0,shoulder,1,0.91,26.831229350456645,75.74880055489268,1.96,0.35,9.3,53.0,9.7,0.6,19,location,0.12,51,0,381.5,0.36,1079.03,2,0,0,0.7,34,0,1,1,1,1,1,224,ensuite,959.98
1793,Chennai,10.99,8.9,40,shared,8,1,1,0,shoulder,1,0.81,13.0267739381133,80.33269757500342,0.3,0.14,4.6,41.0,8.2,0.85,41,location,-0.17,35,1,618.25,0.73,1059.72,5,0,0,1.0,1,0,0,1,1,0,4,397,shared,1146.72
1794,Udaipur,0.08,8.4,1556,private,6,1,1,1,shoulder,0,0.55,24.530154458316172,73.73128881056138,0.09,0.79,7.8,70.0,4.6,-0.0,27,cleanliness,-0.03,66,0,1319.75,0.78,407.04,3,0,0,0.8,32,1,1,0,0,0,1,126,shared,1602.12
1795,Manali,5.49,8.4,1376,shared,4,1,1,1,shoulder,0,0.97,32.32667389988095,77.28379689867008,0.03,0.65,4.0,84.0,4.4,0.87,16,cleanliness,0.05,11,0,427.38,0.42,401.23,6,1,0,1.1,48,0,0,1,1,0,3,374,ensuite,1997.36
1796,Mumbai,4.18,7.7,1410,private,4,0,0,0,shoulder,0,0.67,19.06250259494931,72.87322271394223,0.79,1.16,5.5,61.0,9.4,0.27,8,value,-0.2,60,1,1158.2,0.35,1030.88,2,0,0,0.7,22,0,0,1,0,1,1,207,shared,1294.38
1797,Udaipur,0.78,8.0,1163,shared,6,1,0,0,low,0,0.48,24.493813169443033,73.76744137360312,0.15,2.07,5.2,85.0,7.2,0.81,8,location,0.13,79,0,375.54,0.65,472.14,10,0,0,0.9,29,1,1,1,1,0,2,394,shared,1009.74
1798,Jaipur,9.39,8.8,626,shared,4,0,1,0,peak,0,0.47,26.840163336448665,75.84092742592297,3.26,0.18,9.6,66.0,6.6,0.42,45,cleanliness,0.11,71,0,339.35,0.67,798.58,9,0,0,1.0,45,1,0,1,1,1,5,341,shared,1311.8
1799,Rishikesh,0.48,9.1,548,private,4,0,1,1,low,1,0.79,30.002706535146583,78.26708657352661,11.84,2.35,6.0,50.0,7.8,0.83,45,value,0.23,10,0,1369.56,0.89,926.79,4,0,0,0.9,11,1,1,1,1,0,4,275,ensuite,1597.07
1800,Agra,3.41,8.6,748,shared,12,0,1,1,peak,0,0.66,27.194473878041443,78.06722602285946,0.13,0.04,7.8,45.0,6.0,0.6,18,location,0.04,13,0,1224.67,0.66,726.9,7,0,0,1.2,33,1,1,0,1,1,2,333,ensuite,1739.91
1801,Udaipur,0.76,9.5,1035,shared,8,0,1,1,shoulder,0,0.46,24.522724298313364,73.6647080666614,1.13,0.88,7.2,83.0,2.4,0.41,12,location,0.04,81,0,1018.3,0.29,393.67,5,0,0,1.0,38,1,0,1,0,0,4,245,shared,1412.24
1802,Agra,1.69,9.1,880,private,8,1,1,1,low,0,0.84,27.176411528056356,77.93255060725805,0.05,1.33,4.0,63.0,3.9,0.18,27,staff,0.07,53,0,506.39,0.15,1117.69,8,0,0,1.2,1,1,0,0,1,1,2,263,shared,1391.18
1803,Delhi,3.81,8.1,110,shared,8,0,1,1,shoulder,0,0.88,28.678112412573995,77.08753274893107,0.29,4.72,9.6,95.0,6.0,0.96,5,cleanliness,-0.14,7,0,634.62,0.31,1273.54,12,0,0,0.9,38,1,1,0,0,1,4,325,shared,1301.42
1804,Rishikesh,2.49,8.6,1566,private,12,0,0,1,low,1,0.84,30.14767527542884,78.35632613132672,0.78,1.28,5.4,72.0,1.2,0.76,15,noise,0.16,32,0,358.33,0.28,477.85,4,0,0,0.9,9,1,0,0,1,0,4,261,ensuite,1332.3
1805,Kolkata,1.67,9.5,1091,private,6,0,1,0,low,0,0.52,22.536697927453073,88.3640489216405,1.0,0.26,3.3,61.0,4.9,0.26,31,cleanliness,0.1,3,1,1074.44,0.17,1239.51,7,0,0,1.2,13,0,1,1,1,0,5,180,ensuite,1754.18
1806,Varanasi,1.19,8.4,1422,shared,4,0,1,1,shoulder,0,0.81,25.30925309647936,83.00095182772938,5.62,1.09,5.1,61.0,7.8,0.0,8,staff,0.2,29,0,1123.3,0.46,1167.57,11,0,0,0.8,48,0,0,1,1,1,1,239,shared,828.92
1807,Mumbai,5.49,9.1,701,shared,10,1,1,0,low,0,0.41,19.120257109719567,72.90253249118157,1.01,0.76,5.3,48.0,2.5,0.74,33,value,0.16,83,0,692.17,0.33,920.25,5,0,0,1.0,24,1,1,1,1,0,4,238,shared,1219.27
1808,Bangalore,0.47,8.6,950,shared,8,1,1,0,low,1,0.58,12.958270241386128,77.5211145734539,1.37,0.98,3.6,76.0,1.6,0.99,21,cleanliness,0.08,88,0,706.1,0.84,955.71,3,1,1,0.8,36,0,0,1,0,1,4,276,shared,1430.24
1809,Jaipur,1.69,8.1,350,shared,6,1,1,1,peak,1,0.64,26.97104310720264,75.76535937647544,0.56,0.33,7.3,75.0,8.5,0.13,23,location,-0.2,53,0,1054.77,0.42,1016.72,8,0,0,1.2,20,1,1,1,0,0,5,224,shared,2380.06
1810,Goa,7.02,6.9,870,private,6,0,1,0,shoulder,0,0.9,15.331636871247333,74.16538779458438,0.0,1.04,5.4,88.0,6.6,0.9,49,noise,0.25,5,0,1434.8,0.8,877.24,6,0,0,1.1,43,0,1,1,1,1,4,83,shared,1941.35
1811,Bangalore,5.61,7.6,1053,private,6,0,1,1,shoulder,0,0.63,12.953705822789344,77.68899801971615,4.59,0.24,7.4,52.0,2.6,-0.05,28,value,-0.08,4,0,773.65,0.35,1228.78,4,0,0,0.9,45,0,1,1,1,1,4,186,ensuite,1296.24
1812,Udaipur,1.54,9.7,1288,shared,10,0,1,1,low,0,0.41,24.58619638513727,73.64610354765941,0.17,2.04,3.0,57.0,8.3,0.94,48,cleanliness,0.28,77,1,892.31,0.77,821.51,9,0,0,1.0,1,1,1,1,1,1,3,295,shared,1382.25
1813,Manali,4.32,8.5,1350,shared,6,1,1,0,shoulder,0,0.61,32.33304069116844,77.17078837806783,6.66,1.35,9.9,46.0,6.9,0.69,45,value,-0.06,50,0,1137.93,0.46,901.76,9,0,0,1.0,35,1,0,1,1,1,3,85,shared,1487.38
1814,Jaipur,5.2,8.1,47,shared,12,1,1,0,peak,1,0.7,26.94472229930168,75.70631875996055,0.28,0.12,4.2,58.0,4.0,0.22,48,location,-0.21,13,1,710.79,0.13,340.44,2,0,0,0.7,43,1,0,1,1,0,3,237,shared,1045.92
