hostel_id,distance_to_center_km,rating,num_reviews,beds_in_room,breakfast_included,wifi,laundry,weekend,occupancy_rate,latitude,longitude,distance_to_transport_hub_km,distance_to_popular_places,neighbourhood_popularity_score,walkability_score,noise_level_index,sentiment_score,review_keywords_count,recent_sentiment_trend,days_until_checkin,surge_pricing_flag,competitor_average_price,competitor_availability,price_last_week,month,holiday_or_festival,special_event_flag,seasonal_index,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,demand_index,rating_reviews_interaction,distance_season_interaction,price_occupancy_ratio,room_density,amenities_score,location_quality,popularity_index,value_score,weekend_premium,sentiment_quality,booking_urgency,last_minute_multiplier,city_encoded,cluster_label
1823,1.36,7.4,1356,4,0,1,0,0,0.72,12.960642424413171,77.63219840372713,0.54,0.06,5.9,75.0,2.5,0.82,41,0.1,84,0,965.99,0.79,876.82,10,0,0,0.9,41,1,1,1,1,0,2,306,0.7456678339169585,53.376434282778035,4.08,0.30508474576271183,0.013071895424836602,5,7.218,5.337643428277803,0.11904761904761904,0.0,6.068,0,0.06081006262521797,1,2
1824,1.05,8.0,746,4,0,1,0,0,0.55,22.487348833028232,88.31551609227158,0.35,4.47,6.8,60.0,1.3,0.81,20,-0.22,26,0,591.51,0.26,1207.83,7,0,0,1.2,15,1,0,1,0,1,4,354,0.6046373186593297,52.92852148106254,2.1,0.26829268292682934,0.011299435028248588,3,7.18,5.292852148106254,0.1875,0.0,6.48,0,0.4203503845086819,8,4
1825,6.35,7.6,1546,10,0,1,1,0,0.46,28.780004318517214,77.18809045099313,4.76,5.02,3.3,91.0,6.9,0.9,25,0.01,31,1,465.33,0.16,806.58,12,0,0,0.9,37,1,0,1,0,0,5,382,0.6666773386693347,55.8149536643553,19.049999999999997,0.06258503401360545,0.02617801047120419,4,4.819,5.58149536643553,0.10526315789473684,0.0,6.84,0,0.3558189185373419,3,0
1826,1.85,6.8,828,6,0,1,0,1,0.62,13.033088042481824,80.30528047203309,0.4,0.04,9.0,99.0,6.7,-0.12,17,0.08,41,0,865.24,0.37,348.59,2,0,0,0.7,19,1,1,1,1,0,2,331,0.6048414207103551,45.69749705492001,3.7,0.2175438596491228,0.01812688821752266,5,8.004999999999999,4.569749705492001,0.25,0.62,-0.816,0,0.25495539602650996,2,4
1827,0.3,7.6,782,10,0,1,1,0,0.56,10.754950025099046,76.33163537092751,0.08,1.89,4.2,61.0,2.9,0.5,22,0.24,49,1,918.78,0.36,1016.49,2,0,1,0.7,9,1,1,1,1,0,2,150,0.5602391195597799,50.6398084895301,0.3,0.4307692307692308,0.06666666666666667,6,6.781999999999999,5.06398084895301,0.6,0.0,3.8,0,0.19527756283568573,7,4
1828,5.26,6.3,22,6,1,1,1,0,0.71,17.31216142111384,78.39657080863984,1.77,0.38,5.5,82.0,2.3,0.36,6,-0.13,80,0,1293.23,0.63,1101.3,4,0,0,0.9,41,1,0,1,1,0,4,375,0.545201100550275,19.753613560353642,10.52,0.1134185303514377,0.016,6,6.074999999999999,1.9753613560353642,0.14285714285714285,0.0,2.268,0,0.06948345122280154,5,4
1829,0.15,8.2,924,6,1,1,0,0,0.99,22.604422948379952,88.38360119364813,0.85,1.81,3.5,79.0,2.3,0.39,37,0.18,48,0,467.37,0.77,411.7,10,0,0,0.9,17,1,1,0,1,1,5,173,0.8344462231115558,56.00430864760188,0.44999999999999996,0.8608695652173913,0.03468208092485549,5,7.21,5.600430864760188,0.2777777777777778,0.0,3.198,0,0.20189651799465538,8,3
1830,3.89,9.2,1941,2,0,1,0,0,0.47,22.66816229782764,88.36942246627167,1.04,3.05,4.0,52.0,9.6,0.35,45,0.18,64,0,1117.48,0.34,1197.5,7,0,0,1.2,32,0,1,1,1,1,1,137,0.6881970985492747,69.65755756943169,3.89,0.09611451942740284,0.014598540145985401,4,4.629,6.965755756943169,0.12121212121212122,0.0,3.2199999999999998,0,0.1184418290138037,8,3
1831,4.46,8.8,1593,6,0,1,1,1,0.62,26.834692427916703,75.7458993813823,0.25,0.16,7.7,95.0,7.2,0.8,22,-0.22,62,1,664.95,0.44,382.69,4,1,0,0.9,28,0,0,1,1,1,2,110,0.7413796898449224,64.89121636228141,8.92,0.11355311355311355,0.05454545454545454,4,6.807,6.489121636228141,0.13793103448275862,0.62,7.040000000000001,0,0.12660710278908355,6,1
1832,1.3,7.4,930,8,0,1,1,0,0.96,17.377389609624952,78.43918599701146,2.76,0.41,7.8,52.0,6.3,0.18,32,-0.29,26,0,1426.84,0.18,785.78,2,0,0,0.7,15,0,1,1,1,1,1,380,0.7990465232616307,50.5883186518503,3.9000000000000004,0.4173913043478261,0.021052631578947368,5,6.324000000000001,5.05883186518503,0.3125,0.0,1.332,0,0.4203503845086819,5,1
1833,5.23,6.3,834,4,1,1,0,0,0.93,19.012127310189506,72.8937049604634,1.84,0.04,7.7,84.0,3.9,0.36,41,0.05,74,0,864.51,0.43,836.72,12,0,0,0.9,42,1,1,1,1,1,3,183,0.7444417208604303,42.38281986656038,15.690000000000001,0.1492776886035313,0.02185792349726776,6,6.417,4.238281986656038,0.13953488372093023,0.0,2.268,0,0.0848672789700174,10,2
1834,2.17,6.8,380,6,0,1,0,1,0.64,24.63440730682032,73.75379712700145,0.91,0.07,6.9,61.0,4.9,0.04,39,0.17,34,0,1046.88,0.27,340.43,2,0,0,0.7,28,1,0,1,1,0,2,389,0.5680190095047524,40.411035750861565,4.34,0.2018927444794953,0.015424164524421594,4,6.477999999999999,4.041103575086156,0.13793103448275862,0.64,0.272,0,0.3219582715376759,13,4
1835,1.87,8.1,1324,8,0,1,1,1,0.82,15.222911779952364,74.03063455140703,0.38,0.05,9.7,62.0,1.8,0.1,41,0.03,37,0,1080.13,0.41,372.39,5,0,0,1.0,9,1,1,1,1,0,5,177,0.8034662331165582,58.23225868120461,5.61,0.2857142857142857,0.04519774011299435,6,7.520999999999999,5.823225868120462,0.6,0.82,0.81,0,0.291319891133471,4,1
1836,0.14,6.8,341,8,1,1,0,0,0.45,10.798468349696178,76.28458031638475,1.8,2.42,6.6,67.0,10.0,0.59,16,0.19,37,1,409.21,0.31,795.71,3,1,0,0.8,27,1,1,1,1,0,3,131,0.44811705852926464,39.676713012025715,0.14,0.3947368421052631,0.061068702290076333,6,6.6080000000000005,3.9676713012025715,0.21428571428571427,0.0,4.012,0,0.291319891133471,7,4
1837,1.03,8.1,1639,8,0,1,1,1,0.83,15.238581193529814,74.05809190578933,3.02,0.53,6.1,92.0,7.8,-0.06,44,0.07,41,0,1322.63,0.75,642.38,3,0,0,0.8,19,1,1,0,1,0,3,134,0.8089819909954977,59.95985731862777,2.06,0.40886699507389157,0.05970149253731343,5,7.089,5.995985731862777,0.25,0.83,-0.486,0,0.25495539602650996,4,2
1838,8.02,6.9,270,6,0,0,0,0,0.98,12.982103956073397,77.52267254627722,0.75,1.02,4.7,48.0,6.6,0.03,12,0.09,41,1,497.08,0.1,1197.5,1,0,0,0.7,7,1,1,1,0,1,2,106,0.6560135067533767,38.654619864069936,8.02,0.10864745011086475,0.05660377358490566,3,3.739,3.8654619864069937,0.375,0.0,0.207,0,0.25495539602650996,1,0
1839,1.49,9.2,1823,6,1,1,0,1,0.72,13.046236818400128,77.61922389761894,0.05,2.33,3.7,43.0,6.3,0.43,29,-0.28,48,0,776.9,0.37,755.24,3,0,0,0.8,25,0,0,1,1,0,2,195,0.8463911955977989,69.08084196983533,4.47,0.2891566265060241,0.03076923076923077,4,5.448,6.908084196983533,0.15384615384615385,0.72,3.9559999999999995,0,0.20189651799465538,1,3
1840,2.37,7.5,1904,12,1,1,1,0,0.7,15.301518040231285,74.08617402344349,0.48,1.02,6.8,64.0,5.5,-0.15,11,-0.25,56,0,1107.08,0.88,416.08,4,0,0,0.9,30,1,1,0,1,1,3,252,0.7954952476238119,56.641779656706014,7.11,0.20771513353115725,0.047619047619047616,6,6.471,5.664177965670602,0.1935483870967742,0.0,-1.125,0,0.1546382645492548,4,2
1841,2.28,6.9,1238,10,1,1,0,1,0.51,25.229248690554293,82.96207604662698,2.29,0.84,5.2,43.0,3.3,-0.05,6,0.14,53,0,366.26,0.64,473.67,12,0,0,0.9,13,1,0,1,1,0,2,121,0.6348619309654827,49.14221318324108,6.84,0.15548780487804878,0.08264462809917356,5,5.587,4.914221318324108,0.35714285714285715,0.51,-0.34500000000000003,0,0.17090171280152483,14,2
1842,2.68,9.1,706,12,0,1,0,0,0.78,19.08867778611937,72.84969976188796,9.04,0.02,6.7,81.0,3.0,0.84,37,0.16,9,0,996.51,0.72,1040.82,6,0,0,1.1,2,1,0,1,1,0,5,323,0.6856353176588295,59.70537905965881,2.68,0.21195652173913043,0.03715170278637771,4,6.262,5.970537905965881,1.3333333333333333,0.0,7.643999999999999,0,0.7408182206817179,10,1
1843,0.19,7.3,696,6,0,1,0,0,0.75,27.236204199863604,78.0377672640305,0.03,1.26,4.4,86.0,5.9,0.82,37,0.03,59,0,791.9,0.79,1345.07,11,0,0,0.8,18,0,1,0,0,1,5,341,0.6886348174087044,47.79153349855182,0.5700000000000001,0.6302521008403361,0.017595307917888565,2,7.31,4.779153349855182,0.10526315789473684,0.0,5.986,0,0.1399224880243094,0,4
1844,1.35,6.4,959,8,1,1,1,0,0.79,25.244031239460863,82.9679239532133,0.73,0.2,8.9,91.0,1.6,0.22,44,0.05,39,0,376.62,0.39,1256.56,6,0,0,1.1,40,1,1,1,0,1,3,383,0.6739479739869935,43.94837302055605,2.7,0.33617021276595743,0.020887728459530026,6,8.372,4.394837302055604,0.14634146341463414,0.0,1.4080000000000001,0,0.2725317930340126,14,2
1845,3.85,8.2,396,8,0,1,0,0,0.42,32.15414224286892,77.28139173240758,0.13,2.17,10.0,85.0,1.7,0.22,27,0.07,0,0,1171.67,0.15,442.44,12,0,0,0.9,8,1,1,1,1,0,2,106,0.5236198099049524,49.06827750163496,7.7,0.0865979381443299,0.07547169811320754,5,7.712,4.906827750163496,0.5555555555555556,0.0,1.8039999999999998,1,1.0,9,1
1846,0.67,8.2,1925,4,1,1,1,1,0.73,25.255161555511517,82.94437655182129,0.76,0.45,5.3,95.0,6.0,0.92,9,-0.24,85,0,901.6,0.43,318.0,5,0,0,1.0,20,0,1,1,0,0,3,239,0.8305962981490744,62.01824485733618,2.0100000000000002,0.437125748502994,0.016736401673640166,5,7.533,6.201824485733618,0.23809523809523808,0.73,7.544,0,0.05881647164242988,14,3
1847,0.68,8.7,830,8,1,1,1,0,0.76,28.753317264564327,77.15055686805258,1.04,1.68,8.9,85.0,9.3,-0.17,18,0.1,63,0,664.13,0.62,329.08,4,1,1,0.9,9,1,1,1,1,0,5,245,0.7180415207603801,58.486879215242396,1.36,0.45238095238095233,0.0326530612244898,7,7.5920000000000005,5.84868792152424,0.7,0.0,-1.479,0,0.1224564282529819,3,1
1848,0.03,6.9,477,8,1,1,1,0,0.52,18.5387360839064,73.80815851351662,5.07,1.56,9.1,96.0,9.2,0.5,12,-0.01,80,0,401.19,0.4,910.33,6,0,0,1.1,13,1,0,1,1,0,2,260,0.4927238619309655,42.57031405419105,0.03,0.5048543689320388,0.03076923076923077,6,7.764000000000001,4.257031405419105,0.42857142857142855,0.0,3.45,0,0.06948345122280154,11,4
1849,1.73,7.7,1448,4,0,1,1,0,0.52,24.59351893079235,73.71425061852524,0.17,1.44,10.0,52.0,1.1,0.52,24,0.06,11,0,956.97,0.46,834.49,5,1,0,1.0,21,1,1,1,1,0,5,175,0.613872436218109,56.045442855869254,1.73,0.1904761904761905,0.022857142857142857,6,7.414000000000001,5.604544285586925,0.2727272727272727,0.0,4.0040000000000004,0,0.6930406200864415,13,1
1850,6.43,7.1,78,4,0,1,0,0,0.57,28.653995978926357,77.11301395038039,3.0,0.47,5.4,70.0,2.0,0.75,22,0.04,56,0,667.16,0.76,314.74,10,0,1,0.9,28,0,0,1,1,0,2,362,0.5488039019509754,31.02307975251585,19.29,0.07671601615074024,0.011049723756906077,3,5.251,3.102307975251585,0.10344827586206896,0.0,5.324999999999999,0,0.1546382645492548,3,4
1851,0.16,6.3,1505,8,0,1,0,1,0.83,26.87884731904937,75.75312185621254,1.01,0.47,8.3,100.0,6.2,0.94,27,0.16,76,0,1436.02,0.13,362.84,1,0,0,0.7,44,1,1,1,0,0,4,315,0.7415752876438219,46.09843817266698,0.32,0.7155172413793104,0.025396825396825397,4,8.391,4.6098438172666985,0.08888888888888889,0.83,5.922,0,0.07939393227707822,6,2
1852,0.64,9.3,1137,4,1,1,0,0,0.76,18.613577002588663,73.85105610578253,3.33,2.98,4.6,81.0,8.6,0.23,33,-0.11,88,1,1009.82,0.37,1399.73,12,0,0,0.9,7,1,0,1,1,0,5,375,0.7667568784392197,65.44435681658237,1.28,0.46341463414634143,0.010666666666666666,5,6.464999999999999,6.544435681658237,0.625,0.0,2.1390000000000002,0,0.05321934433892151,11,3
1853,1.11,8.8,1791,4,0,1,0,0,0.91,18.468525045345874,73.8125557275797,1.44,0.02,7.4,93.0,9.6,0.33,11,-0.08,25,0,642.08,0.49,1361.44,2,0,0,0.7,31,0,1,1,1,0,1,173,0.9071895947973988,65.92157082310692,3.33,0.4312796208530805,0.023121387283236993,4,7.333000000000001,6.592157082310692,0.125,0.0,2.9040000000000004,0,0.4345982085070782,11,1
1854,3.95,7.1,1194,6,0,0,0,1,0.58,17.46532908465102,78.3879001563348,0.08,0.3,7.9,42.0,8.7,0.61,28,-0.07,39,1,934.34,0.34,439.4,9,1,0,1.0,23,0,0,1,1,1,2,242,0.5944597298649325,50.309900396995836,3.95,0.11717171717171716,0.024793388429752067,2,5.277,5.030990039699583,0.08333333333333333,0.58,4.3309999999999995,0,0.2725317930340126,5,2
1855,3.07,8.3,209,4,0,1,0,1,0.95,19.092106300891547,72.82082966032758,5.85,1.41,8.2,92.0,7.1,0.96,29,0.16,42,0,947.39,0.46,480.51,10,0,0,0.9,13,0,0,1,0,1,4,197,0.7499104552276138,44.38099250495499,9.209999999999999,0.23341523341523338,0.02030456852791878,2,6.683999999999999,4.438099250495499,0.14285714285714285,0.95,7.968,0,0.2465969639416065,10,1
1856,1.61,6.8,225,10,0,1,1,0,0.85,19.00065929327425,72.91771283449864,0.17,2.55,4.5,82.0,2.8,0.87,18,-0.04,71,1,1172.11,0.42,1290.18,4,0,0,0.9,45,0,0,1,1,0,4,313,0.6365112556278139,36.85963799505154,3.22,0.32567049808429116,0.03194888178913738,4,7.079999999999999,3.685963799505154,0.08695652173913043,0.0,5.9159999999999995,0,0.09379284861387625,10,4
1857,4.27,9.4,1979,6,0,1,1,0,0.64,18.51386247563101,73.91089260489709,1.82,0.67,8.9,50.0,1.7,0.6,42,-0.19,12,0,1382.64,0.84,858.18,6,0,0,1.1,36,0,0,0,1,0,4,234,0.8059989994997498,71.35400996267266,8.54,0.12144212523719167,0.02564102564102564,3,6.147,7.135400996267267,0.08108108108108109,0.0,5.64,0,0.6703200460356393,11,1
1858,2.82,6.4,221,6,0,1,0,1,0.46,32.32930974347218,77.14474057342778,4.2,1.59,5.9,42.0,1.4,0.83,7,0.29,89,0,1455.11,0.49,1353.77,5,0,0,1.0,2,1,0,1,1,0,5,357,0.4981110555277639,34.57713524398259,8.459999999999999,0.12041884816753928,0.01680672268907563,4,5.534,3.457713524398259,1.3333333333333333,0.46,5.312,0,0.05147460670170076,9,4
1859,6.79,6.0,517,10,1,1,0,1,0.55,25.30131311962747,82.95550859976362,0.17,1.22,4.5,56.0,6.5,-0.1,18,-0.0,55,1,1161.47,0.48,872.37,2,0,0,0.7,34,1,0,1,1,0,1,190,0.4817258629314658,37.4998514535569,6.79,0.0706033376123235,0.05263157894736842,5,4.3759999999999994,3.74998514535569,0.14285714285714285,0.55,-0.6000000000000001,0,0.1598797460796939,14,4
1860,5.11,7.9,25,6,0,1,0,1,0.97,17.457677312957873,78.39417313202772,1.61,0.1,6.8,95.0,1.3,0.25,7,-0.23,16,0,955.1,0.3,934.95,1,1,0,0.7,5,1,1,1,1,0,4,359,0.6575012506253127,25.73896265036971,5.11,0.15875613747954173,0.016713091922005572,5,6.886000000000001,2.573896265036971,0.8333333333333334,0.97,1.975,0,0.5866462195100318,5,4
1861,0.87,8.2,1531,6,0,1,0,1,0.59,24.53668573893034,73.65991258021954,3.48,1.46,9.0,80.0,7.7,-0.18,46,0.1,87,0,569.92,0.14,542.15,1,0,0,0.7,2,1,1,1,1,0,3,324,0.735176588294147,60.141500672464396,2.61,0.3155080213903743,0.018518518518518517,5,7.321000000000001,6.014150067246439,1.6666666666666667,0.59,-1.4759999999999998,0,0.05502322005640723,13,1
1862,0.95,8.2,893,8,1,1,0,1,0.6,18.534584430360077,73.91254385667446,8.58,2.52,9.8,95.0,7.4,0.01,13,0.14,23,0,783.64,0.34,1263.68,1,0,0,0.7,47,0,1,1,1,0,2,230,0.645344672336168,55.72478735642281,1.9,0.3076923076923077,0.034782608695652174,5,7.4270000000000005,5.572478735642281,0.10416666666666667,0.6,0.08199999999999999,0,0.46455902036091146,11,1
1863,0.4,6.2,341,6,1,1,1,1,0.51,13.151470411640396,80.29189725405301,2.58,7.33,8.2,67.0,1.7,0.56,11,0.0,75,1,886.55,0.12,1207.5,6,0,1,1.1,34,1,0,0,1,1,2,260,0.45411705852926465,36.17582656978815,0.4,0.3642857142857143,0.023076923076923078,5,7.601999999999999,3.617582656978815,0.14285714285714285,0.51,3.4720000000000004,0,0.0820849986238988,2,4
1864,1.23,7.2,726,6,0,1,0,1,0.88,13.05573768823394,77.53575410439088,0.65,0.05,3.0,96.0,9.2,0.86,30,0.09,57,0,454.05,0.76,671.17,10,0,0,0.9,2,1,0,1,0,1,1,370,0.7406363181590796,47.44027063824134,3.69,0.3946188340807175,0.016216216216216217,3,6.625999999999999,4.7440270638241335,1.0,0.88,6.192,0,0.14956861922263506,1,3
1865,23.08,7.9,1910,8,0,1,0,0,0.57,12.96876467343026,77.54608839902448,2.41,1.62,3.9,68.0,5.7,0.56,11,-0.2,79,1,607.68,0.26,973.61,7,1,0,1.2,20,1,0,1,0,1,1,86,0.7260955477738869,59.68751735949816,46.16,0.02367109634551495,0.09302325581395349,3,-0.4149999999999995,5.968751735949816,0.14285714285714285,0.0,4.424,0,0.07183860068931329,1,0
1866,1.56,6.8,560,8,1,1,0,0,0.6,28.73203762042909,77.16586040459792,2.45,0.8,3.5,52.0,9.1,0.6,11,-0.08,60,0,1481.34,0.83,675.59,7,0,0,1.2,8,1,0,1,0,1,5,287,0.5300280140070035,43.04210215755433,1.56,0.234375,0.027874564459930314,4,5.137,4.304210215755433,0.4444444444444444,0.0,4.08,0,0.1353352832366127,3,4
1867,0.75,9.3,1634,8,0,1,1,0,0.65,26.81299602615647,75.72911684058899,2.41,0.01,3.7,49.0,9.1,-0.08,48,-0.2,79,0,1208.03,0.81,810.37,9,0,0,1.0,23,0,1,1,0,1,3,207,0.7324817408704353,68.8144021749816,0.75,0.37142857142857144,0.03864734299516908,4,5.3340000000000005,6.8814402174981595,0.16666666666666666,0.0,-0.7440000000000001,0,0.07183860068931329,6,3
1868,4.31,6.3,951,12,0,1,1,0,0.66,30.03754466150268,78.23443154516943,3.85,1.43,5.7,100.0,2.8,0.6,40,-0.07,27,0,878.41,0.63,1238.91,3,0,0,0.8,37,1,1,1,0,1,2,102,0.6481475737868935,43.2089597191856,12.93,0.12429378531073448,0.11764705882352941,5,6.6819999999999995,4.32089597191856,0.13157894736842105,0.0,3.78,0,0.4065696597405991,12,4
1869,2.35,7.9,265,8,0,1,1,1,0.65,30.042642420749388,78.30047173833093,0.18,0.2,5.4,60.0,4.4,0.35,17,0.04,66,0,571.24,0.79,756.96,9,0,0,1.0,16,0,1,0,0,1,4,86,0.5935132566283141,44.109620839375424,4.7,0.19402985074626866,0.09302325581395349,3,6.217,4.410962083937543,0.17647058823529413,0.65,2.765,0,0.11080315836233387,12,4
1870,0.49,8.6,1001,8,0,1,1,1,0.7,12.890298602330889,77.60682247714162,0.23,0.71,3.8,50.0,2.2,0.58,7,-0.03,50,0,988.14,0.8,1224.62,1,0,0,0.7,22,1,1,1,0,0,4,391,0.6681500750375189,59.42387822214536,0.49,0.4697986577181208,0.020460358056265986,5,6.37,5.9423878222145365,0.21739130434782608,0.7,4.9879999999999995,0,0.18887560283756183,1,3
1871,1.44,7.0,1799,10,0,1,0,1,0.89,27.1326390026714,78.00027404104677,2.05,0.45,9.2,41.0,8.0,0.19,24,0.06,87,0,578.25,0.72,1356.14,2,0,0,0.7,46,1,0,1,0,1,2,229,0.8459899949974988,52.468793607189795,4.32,0.36475409836065575,0.043668122270742356,3,6.133,5.24687936071898,0.06382978723404255,0.89,1.33,0,0.05502322005640723,0,2
1872,1.61,8.4,737,2,1,1,0,1,0.89,22.53682440661163,88.44384821819595,6.15,0.67,7.3,57.0,5.5,0.5,13,0.0,38,0,531.73,0.51,757.98,7,1,0,1.2,8,1,1,1,0,0,3,172,0.7117368684342172,55.47312812664397,1.61,0.34099616858237547,0.011627906976744186,5,6.022,5.547312812664397,0.5555555555555556,0.89,4.2,0,0.28176928909495835,8,1
1873,4.21,9.2,889,6,1,1,1,0,0.88,28.79785320791364,77.04644209254302,1.25,1.02,8.6,93.0,9.4,0.31,26,-0.11,65,0,412.51,0.86,1265.29,12,0,0,0.9,43,1,0,1,1,0,3,341,0.786944472236118,62.4792374570809,8.42,0.1689059500959693,0.017595307917888565,6,6.6819999999999995,6.24792374570809,0.13636363636363635,0.0,2.852,0,0.11455884399268773,3,1
1874,0.06,6.7,824,8,0,1,1,1,0.46,30.12062047611217,78.31588397817261,6.47,0.67,5.6,72.0,2.9,0.47,49,-0.21,76,0,715.02,0.75,634.38,2,1,0,0.7,43,0,0,1,1,0,4,110,0.49744122061030516,44.993068688442364,0.06,0.4339622641509434,0.07272727272727272,4,6.824999999999999,4.499306868844236,0.09090909090909091,0.46,3.149,0,0.07939393227707822,12,4
1875,0.94,9.5,1205,6,0,1,0,0,0.88,12.956801015883268,77.52641276812363,5.56,1.21,5.9,78.0,7.2,-0.02,37,-0.15,73,0,950.07,0.2,303.15,10,0,0,0.9,26,1,1,1,1,0,2,184,0.82756028014007,67.40311158422774,1.88,0.4536082474226804,0.03260869565217391,5,6.462,6.740311158422775,0.18518518518518517,0.0,-0.19,0,0.08774386502429433,1,3
1876,2.19,8.1,658,4,1,1,0,0,0.47,27.010010892139103,75.81044676669643,4.66,0.41,5.2,95.0,9.9,0.27,27,-0.18,39,1,491.19,0.44,392.94,11,0,0,0.8,40,1,1,0,1,1,4,207,0.526832916458229,52.57486062947031,2.19,0.14733542319749215,0.01932367149758454,5,6.276999999999999,5.257486062947031,0.12195121951219512,0.0,2.187,0,0.2725317930340126,6,4
1877,0.94,7.1,1009,6,0,1,1,0,0.47,30.017546464046923,78.34172471268226,4.81,1.51,6.1,71.0,7.0,0.25,27,0.12,12,1,540.52,0.53,1110.81,4,0,0,0.9,23,0,0,1,1,1,5,121,0.5319504752376188,49.115709829830664,0.94,0.2422680412371134,0.049586776859504134,4,6.387,4.911570982983067,0.16666666666666666,0.0,1.775,0,0.6703200460356393,12,4
1878,2.97,7.6,1531,6,0,0,0,1,0.97,25.312810238786096,82.96548035709563,4.57,2.88,7.3,90.0,1.6,0.68,42,0.19,18,0,769.37,0.52,410.2,2,0,0,0.7,16,1,0,0,0,1,2,181,0.869176588294147,55.740903062284076,8.91,0.24433249370277077,0.03314917127071823,1,7.151999999999999,5.574090306228408,0.058823529411764705,0.97,5.168,0,0.5488116360940265,14,2
1879,1.97,7.2,480,6,1,1,1,0,0.89,25.34701244140981,83.01875890143826,3.43,0.38,6.5,59.0,6.3,0.65,30,0.13,5,1,887.44,0.4,1333.08,11,0,0,0.8,21,1,0,1,1,0,3,304,0.6500240120060031,44.46624434476148,1.97,0.2996632996632997,0.019736842105263157,6,6.006,4.446624434476147,0.2727272727272727,0.0,4.680000000000001,1,0.8464817248906141,14,4
1880,1.35,8.8,1417,8,1,1,0,1,0.73,18.98711612689681,72.9417786705998,2.37,1.06,8.9,99.0,2.6,0.89,36,0.09,17,1,1214.74,0.53,1253.24,2,0,0,0.7,40,0,0,1,1,1,4,92,0.7677708854427213,63.861623822410245,2.7,0.31063829787234043,0.08695652173913043,4,8.348,6.386162382241024,0.0975609756097561,0.73,7.832000000000001,0,0.5674136687970038,10,1
1881,8.94,9.0,699,10,0,1,0,0,0.92,32.28299977161662,77.11590528497551,0.05,1.57,9.3,45.0,1.3,0.56,32,-0.12,8,0,979.95,0.17,866.34,11,1,1,0.8,29,0,1,1,1,1,1,180,0.8079349674837419,58.95972301539064,26.82,0.09255533199195172,0.05555555555555555,4,4.893000000000001,5.8959723015390635,0.13333333333333333,0.0,5.040000000000001,0,0.7659283383646487,9,0
1882,3.0,9.2,1622,8,1,1,1,0,0.99,18.9959734705844,72.91886537905643,0.28,1.25,6.3,83.0,4.0,0.18,34,0.13,80,0,1041.24,0.62,939.66,1,0,0,0.7,20,1,0,0,1,0,1,159,0.904281140570285,68.00669042113424,6.0,0.2475,0.050314465408805034,5,6.921999999999999,6.800669042113424,0.23809523809523808,0.0,1.656,0,0.06948345122280154,10,3
1883,0.42,9.7,709,8,0,1,1,0,0.77,24.513456461719937,73.79646820479775,0.29,0.68,4.7,80.0,3.4,0.74,44,0.06,67,0,1135.45,0.5,1063.78,9,0,0,1.0,12,0,0,1,0,0,5,126,0.7399354677338669,63.683070209343,0.84,0.5422535211267606,0.06349206349206349,3,7.345000000000001,6.3683070209343,0.23076923076923078,0.0,7.177999999999999,0,0.10717059875230674,13,3
1884,2.46,9.0,516,6,0,1,0,0,0.77,18.452337902492417,73.8719741219711,0.05,1.54,9.6,52.0,8.1,0.4,21,-0.27,53,1,841.18,0.73,1104.66,10,0,0,0.9,37,0,1,1,1,0,1,317,0.7296258129064532,56.23238587057586,7.38,0.22254335260115607,0.01892744479495268,4,6.4270000000000005,5.623238587057586,0.10526315789473684,0.0,3.6,0,0.17090171280152483,11,1
1885,4.55,8.3,1001,6,0,1,0,1,0.85,13.168477965331103,80.20792444890576,0.25,0.04,8.1,63.0,4.4,0.03,22,0.24,49,1,711.76,0.65,840.33,3,0,0,0.8,26,1,1,1,1,0,5,339,0.7591500750375187,57.350952237651924,9.1,0.15315315315315314,0.017699115044247787,5,6.179999999999999,5.735095223765192,0.18518518518518517,0.85,0.249,0,0.19527756283568573,2,1
1886,3.7,7.3,1019,6,1,0,0,0,0.54,19.112647109027638,72.80308850631779,5.05,0.69,7.5,59.0,7.6,0.7,29,-0.25,69,0,1260.5,0.19,644.74,1,0,0,0.7,3,1,1,0,1,0,5,182,0.566950975487744,50.57117271583171,3.7,0.1148936170212766,0.03296703296703297,4,5.3950000000000005,5.057117271583171,1.0,0.0,5.109999999999999,0,0.10025884372280375,10,2
1887,0.57,8.1,1560,8,1,1,1,1,0.5,10.881585500220622,76.22304706609336,2.18,1.14,8.2,46.0,1.1,-0.04,8,0.0,10,0,1293.98,0.38,1301.26,10,0,0,0.9,18,1,0,0,0,0,3,133,0.6990780390195097,59.559963556175,1.71,0.3184713375796179,0.06015037593984962,4,7.020999999999999,5.9559963556175,0.21052631578947367,0.5,-0.324,0,0.7165313105737893,7,2
1888,10.77,6.2,813,4,1,1,1,1,0.86,30.097998699293,78.18830265380333,0.75,0.03,3.5,75.0,1.1,0.01,30,0.01,54,0,484.78,0.69,351.23,6,0,1,1.1,1,1,0,1,0,0,3,308,0.6413406703351676,41.55215426921575,10.77,0.07306711979609176,0.012987012987012988,5,4.034000000000001,4.155215426921575,2.5,0.86,0.062000000000000006,0,0.16529888822158653,12,0
